,date,season_id,season_name,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,match_week,ref_id,ref_name,match_url
69279,2008-11-08,41,2008/2009,217,Barcelona,901,Real Valladolid,6,0,10,1003,Fernando Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69279.json
69280,2011-01-08,22,2010/2011,219,Deportivo La Coruna,217,Barcelona,0,4,18,1012,Carlos Delgado,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69280.json
69282,2011-02-20,22,2010/2011,217,Barcelona,215,Athletic Bilbao,2,1,24,1000,Rafael Ramírez Domínguez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69282.json
69283,2011-02-26,22,2010/2011,1043,Mallorca,217,Barcelona,0,3,25,407,Carlos Velasco Carballo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69283.json
69285,2008-11-16,41,2008/2009,1220,Recreativo Huelva,217,Barcelona,0,2,11,1001,Miguel Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69285.json
69286,2010-08-29,22,2010/2011,1217,Racing Santander,217,Barcelona,0,3,1,1012,Carlos Delgado,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69286.json
69287,2010-09-11,22,2010/2011,217,Barcelona,1218,Hércules,0,2,2,407,Carlos Velasco Carballo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69287.json
69288,2009-11-21,21,2009/2010,215,Athletic Bilbao,217,Barcelona,1,1,11,1003,Fernando Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69288.json
69289,2010-10-30,22,2010/2011,217,Barcelona,213,Sevilla,5,0,9,1069,Turienzo ,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69289.json
69291,2011-03-13,22,2010/2011,213,Sevilla,217,Barcelona,1,1,28,1001,Miguel Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69291.json
69292,2009-09-19,21,2009/2010,217,Barcelona,212,Atlético Madrid,5,2,3,668,Mejuto ,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69292.json
69293,2011-10-15,23,2011/2012,217,Barcelona,1217,Racing Santander,3,0,8,1009,Miguel Ayza,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69293.json
69295,2011-01-22,22,2010/2011,217,Barcelona,1217,Racing Santander,3,0,20,218,Ignacio Iglesias,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69295.json
69296,2011-01-29,22,2010/2011,1218,Hércules,217,Barcelona,0,3,21,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69296.json
69297,2011-09-24,23,2011/2012,217,Barcelona,212,Atlético Madrid,5,0,6,1012,Carlos Delgado,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69297.json
69298,2010-03-27,21,2009/2010,1043,Mallorca,217,Barcelona,0,1,29,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69298.json
69299,2010-11-29,22,2010/2011,217,Barcelona,220,Real Madrid,5,0,13,999,Iturralde,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69299.json
69300,2011-03-05,22,2010/2011,217,Barcelona,395,Real Zaragoza,1,0,27,1003,Fernando Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69300.json
69302,2010-12-12,22,2010/2011,217,Barcelona,210,Real Sociedad,5,0,15,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69302.json
69303,2011-03-19,22,2010/2011,217,Barcelona,216,Getafe,2,1,29,997,César Muñiz,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69303.json
69304,2011-04-02,22,2010/2011,222,Villarreal,217,Barcelona,0,1,30,1000,Rafael Ramírez Domínguez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69304.json
69305,2011-04-09,22,2010/2011,217,Barcelona,403,Almería,3,1,31,1009,Miguel Ayza,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69305.json
69306,2010-11-20,22,2010/2011,403,Almería,217,Barcelona,0,8,12,997,César Muñiz,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69306.json
69307,2010-12-04,22,2010/2011,422,Osasuna,217,Barcelona,0,3,14,1003,Fernando Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69307.json
69308,2010-11-13,22,2010/2011,217,Barcelona,222,Villarreal,3,1,11,1012,Carlos Delgado,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69308.json
69312,2012-01-08,23,2011/2012,214,Espanyol,217,Barcelona,1,1,18,1004,Turienzo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69312.json
69314,2011-10-29,23,2011/2012,217,Barcelona,1043,Mallorca,5,0,11,1015,Pedro Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69314.json
69315,2011-11-26,23,2011/2012,216,Getafe,217,Barcelona,1,0,14,1003,Fernando Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69315.json
69316,2012-02-04,23,2011/2012,217,Barcelona,210,Real Sociedad,2,1,22,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69316.json
69318,2011-10-25,23,2011/2012,1049,Granada,217,Barcelona,0,1,10,997,César Muñiz,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69318.json
69319,2012-05-12,23,2011/2012,218,Real Betis,217,Barcelona,2,2,38,1009,Miguel Ayza,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69319.json
69320,2012-05-05,23,2011/2012,217,Barcelona,214,Espanyol,4,0,37,1003,Fernando Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69320.json
69322,2012-03-11,23,2011/2012,1217,Racing Santander,217,Barcelona,0,2,27,223,Carlos Del Cerro,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69322.json
69323,2012-03-31,23,2011/2012,217,Barcelona,215,Athletic Bilbao,2,0,31,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69323.json
69324,2012-04-21,23,2011/2012,217,Barcelona,220,Real Madrid,1,2,35,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69324.json
69325,2012-03-24,23,2011/2012,1043,Mallorca,217,Barcelona,0,2,30,1009,Miguel Ayza,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69325.json
69326,2012-03-17,23,2011/2012,213,Sevilla,217,Barcelona,0,2,28,211,José González,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69326.json
69327,2012-01-15,23,2011/2012,217,Barcelona,218,Real Betis,4,2,19,218,Ignacio Iglesias,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69327.json
69328,2012-02-19,23,2011/2012,217,Barcelona,207,Valencia,5,1,24,1004,Turienzo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69328.json
69329,2011-10-22,23,2011/2012,217,Barcelona,213,Sevilla,0,0,9,1070,Iturralde ,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69329.json
69330,2011-11-06,23,2011/2012,215,Athletic Bilbao,217,Barcelona,2,2,12,1013,José Paradas,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69330.json
69331,2011-11-19,23,2011/2012,217,Barcelona,395,Real Zaragoza,4,0,13,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69331.json
69332,2011-11-29,23,2011/2012,217,Barcelona,360,Rayo Vallecano,4,0,17,1001,Miguel Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69332.json
69333,2011-12-03,23,2011/2012,217,Barcelona,221,Levante,5,0,15,1016,José Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69333.json
69334,2011-12-10,23,2011/2012,220,Real Madrid,217,Barcelona,1,3,16,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69334.json
69335,2012-01-22,23,2011/2012,223,Málaga,217,Barcelona,1,4,1,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69335.json
69336,2012-02-11,23,2011/2012,422,Osasuna,217,Barcelona,3,2,23,1013,José Paradas,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69336.json
69337,2012-02-26,23,2011/2012,212,Atlético Madrid,217,Barcelona,1,2,25,1001,Miguel Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69337.json
69338,2012-01-28,23,2011/2012,222,Villarreal,217,Barcelona,0,0,21,1016,José Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69338.json
69340,2012-05-02,23,2011/2012,217,Barcelona,223,Málaga,4,1,20,1004,Turienzo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69340.json
69343,2012-04-10,23,2011/2012,217,Barcelona,216,Getafe,4,0,33,211,José González,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/69343.json
70219,2012-04-07,23,2011/2012,395,Real Zaragoza,217,Barcelona,1,4,32,1069,Turienzo ,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70219.json
70220,2011-09-17,23,2011/2012,217,Barcelona,422,Osasuna,8,0,4,997,César Muñiz,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70220.json
70221,2012-04-14,23,2011/2012,221,Levante,217,Barcelona,1,2,34,1016,José Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70221.json
70223,2011-09-21,23,2011/2012,207,Valencia,217,Barcelona,2,2,5,407,Carlos Velasco Carballo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70223.json
70224,2012-04-29,23,2011/2012,360,Rayo Vallecano,217,Barcelona,0,7,36,1012,Carlos Delgado,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70224.json
70225,2012-03-20,23,2011/2012,217,Barcelona,1049,Granada,5,3,29,1016,José Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70225.json
70256,2013-03-30,24,2012/2013,209,Celta Vigo,217,Barcelona,2,2,29,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70256.json
70259,2012-08-19,24,2012/2013,217,Barcelona,210,Real Sociedad,5,1,1,211,José González,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70259.json
70260,2013-01-27,24,2012/2013,217,Barcelona,422,Osasuna,5,1,21,1003,Fernando Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70260.json
70262,2012-08-26,24,2012/2013,422,Osasuna,217,Barcelona,1,2,2,997,César Muñiz,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70262.json
70263,2012-12-01,24,2012/2013,217,Barcelona,215,Athletic Bilbao,5,1,14,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70263.json
70264,2014-12-13,26,2014/2015,216,Getafe,217,Barcelona,0,0,15,882,Iñaki Bikandi,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70264.json
70270,2012-09-22,24,2012/2013,217,Barcelona,1049,Granada,2,0,5,223,Carlos Del Cerro,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70270.json
70271,2013-02-23,24,2012/2013,217,Barcelona,213,Sevilla,2,1,25,407,Carlos Velasco Carballo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70271.json
70272,2013-03-02,24,2012/2013,220,Real Madrid,217,Barcelona,2,1,26,1001,Miguel Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70272.json
70273,2014-09-13,26,2014/2015,217,Barcelona,215,Athletic Bilbao,2,0,3,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70273.json
70275,2012-09-29,24,2012/2013,213,Sevilla,217,Barcelona,2,3,6,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70275.json
70276,2012-10-27,24,2012/2013,360,Rayo Vallecano,217,Barcelona,0,5,9,1001,Miguel Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70276.json
70277,2013-08-18,25,2013/2014,217,Barcelona,221,Levante,7,0,1,223,Carlos Del Cerro,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70277.json
70280,2012-11-25,24,2012/2013,221,Levante,217,Barcelona,0,4,13,1015,Pedro Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70280.json
70281,2013-05-05,24,2012/2013,217,Barcelona,218,Real Betis,4,2,34,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70281.json
70282,2013-02-03,24,2012/2013,207,Valencia,217,Barcelona,1,1,22,211,José González,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70282.json
70283,2013-11-01,25,2013/2014,217,Barcelona,214,Espanyol,1,0,12,407,Carlos Velasco Carballo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70283.json
70284,2013-05-12,24,2012/2013,212,Atlético Madrid,217,Barcelona,1,2,35,1015,Pedro Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70284.json
70286,2012-09-02,24,2012/2013,217,Barcelona,207,Valencia,1,0,3,1001,Miguel Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70286.json
70287,2013-01-19,24,2012/2013,210,Real Sociedad,217,Barcelona,3,2,20,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70287.json
70288,2014-01-19,25,2013/2014,221,Levante,217,Barcelona,1,1,20,223,Carlos Del Cerro,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70288.json
70289,2014-04-27,25,2013/2014,222,Villarreal,217,Barcelona,2,3,35,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70289.json
70291,2014-01-26,25,2013/2014,217,Barcelona,223,Málaga,3,0,21,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70291.json
70292,2012-09-15,24,2012/2013,216,Getafe,217,Barcelona,1,4,4,1003,Fernando Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70292.json
70293,2013-10-26,25,2013/2014,217,Barcelona,220,Real Madrid,2,1,10,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70293.json
70294,2013-02-16,24,2012/2013,1049,Granada,217,Barcelona,1,2,24,223,Carlos Del Cerro,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70294.json
70295,2012-12-09,24,2012/2013,218,Real Betis,217,Barcelona,1,2,15,407,Carlos Velasco Carballo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70295.json
70296,2012-12-16,24,2012/2013,217,Barcelona,212,Atlético Madrid,4,1,16,1001,Miguel Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70296.json
70297,2013-02-10,24,2012/2013,217,Barcelona,216,Getafe,6,1,23,218,Ignacio Iglesias,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70297.json
70298,2013-09-01,25,2013/2014,207,Valencia,217,Barcelona,2,3,3,1016,José Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70298.json
70300,2012-10-07,24,2012/2013,217,Barcelona,220,Real Madrid,2,2,7,1012,Carlos Delgado,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70300.json
70301,2013-09-14,25,2013/2014,217,Barcelona,213,Sevilla,3,2,4,997,César Muñiz,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70301.json
70302,2013-09-21,25,2013/2014,360,Rayo Vallecano,217,Barcelona,0,4,5,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70302.json
70303,2015-01-11,26,2014/2015,217,Barcelona,212,Atlético Madrid,3,1,18,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70303.json
70304,2012-10-20,24,2012/2013,219,Deportivo La Coruna,217,Barcelona,4,5,8,1013,José Paradas,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70304.json
70305,2013-03-09,24,2012/2013,217,Barcelona,219,Deportivo La Coruna,2,0,27,1015,Pedro Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70305.json
70306,2014-03-29,25,2013/2014,214,Espanyol,217,Barcelona,0,1,31,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70306.json
70307,2013-03-17,24,2012/2013,217,Barcelona,360,Rayo Vallecano,3,1,28,211,José González,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70307.json
70308,2012-11-03,24,2012/2013,217,Barcelona,209,Celta Vigo,3,1,10,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70308.json
70309,2012-11-17,24,2012/2013,217,Barcelona,395,Real Zaragoza,3,1,12,1009,Miguel Ayza,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/70309.json
265830,2014-01-11,25,2013/2014,212,Atlético Madrid,217,Barcelona,0,0,19,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265830.json
265835,2014-11-22,26,2014/2015,217,Barcelona,213,Sevilla,5,1,12,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265835.json
265837,2014-02-22,25,2013/2014,210,Real Sociedad,217,Barcelona,3,1,25,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265837.json
265839,2016-02-28,27,2015/2016,217,Barcelona,213,Sevilla,2,1,26,217,Santiago Jaime,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265839.json
265857,2014-03-23,25,2013/2014,220,Real Madrid,217,Barcelona,3,4,29,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265857.json
265866,2015-05-02,26,2014/2015,373,Córdoba,217,Barcelona,0,8,35,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265866.json
265894,2016-01-23,27,2015/2016,223,Málaga,217,Barcelona,1,2,21,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265894.json
265896,2014-10-18,26,2014/2015,217,Barcelona,322,Eibar,3,0,8,1016,José Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265896.json
265918,2014-02-15,25,2013/2014,217,Barcelona,360,Rayo Vallecano,6,0,24,207,Juan Martínez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265918.json
265944,2016-04-23,27,2015/2016,217,Barcelona,1041,Sporting Gijón,6,0,35,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265944.json
265958,2016-05-08,27,2015/2016,217,Barcelona,214,Espanyol,5,0,37,183,Jesús Gil,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265958.json
265963,2015-04-28,26,2014/2015,217,Barcelona,216,Getafe,6,0,34,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/265963.json
266015,2012-12-22,24,2012/2013,901,Real Valladolid,217,Barcelona,1,3,17,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266015.json
266045,2015-05-09,26,2014/2015,217,Barcelona,210,Real Sociedad,2,0,36,218,Ignacio Iglesias,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266045.json
266056,2016-03-06,27,2015/2016,322,Eibar,217,Barcelona,0,4,28,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266056.json
266066,2014-03-02,25,2013/2014,217,Barcelona,403,Almería,4,1,26,223,Carlos Del Cerro,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266066.json
266074,2014-03-16,25,2013/2014,217,Barcelona,422,Osasuna,7,0,28,1016,José Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266074.json
266106,2016-03-20,27,2015/2016,222,Villarreal,217,Barcelona,2,2,30,220,José Sánchez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266106.json
266117,2014-09-27,26,2014/2015,217,Barcelona,1049,Granada,6,0,6,207,Juan Martínez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266117.json
266142,2015-04-11,26,2014/2015,213,Sevilla,217,Barcelona,2,2,31,207,Juan Martínez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266142.json
266148,2015-02-21,26,2014/2015,217,Barcelona,223,Málaga,0,1,24,207,Juan Martínez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266148.json
266149,2016-01-17,27,2015/2016,217,Barcelona,215,Athletic Bilbao,6,0,20,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266149.json
266160,2016-02-07,27,2015/2016,221,Levante,217,Barcelona,0,2,23,1015,Pedro Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266160.json
266166,2015-09-12,27,2015/2016,212,Atlético Madrid,217,Barcelona,1,2,3,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266166.json
266201,2014-05-11,25,2013/2014,1042,Elche,217,Barcelona,0,0,37,1003,Fernando Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266201.json
266230,2015-01-18,26,2014/2015,219,Deportivo La Coruna,217,Barcelona,0,4,19,207,Juan Martínez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266230.json
266236,2015-08-23,27,2015/2016,215,Athletic Bilbao,217,Barcelona,0,1,1,223,Carlos Del Cerro,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266236.json
266240,2015-01-04,26,2014/2015,210,Real Sociedad,217,Barcelona,1,0,17,223,Carlos Del Cerro,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266240.json
266254,2016-02-14,27,2015/2016,217,Barcelona,209,Celta Vigo,6,1,24,208,Alejandro Hernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266254.json
266256,2014-05-17,25,2013/2014,217,Barcelona,212,Atlético Madrid,1,1,38,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266256.json
266274,2014-03-26,25,2013/2014,217,Barcelona,209,Celta Vigo,3,0,30,1009,Miguel Ayza,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266274.json
266310,2016-04-20,27,2015/2016,219,Deportivo La Coruna,217,Barcelona,0,8,34,215,Ricardo De Burgos,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266310.json
266320,2014-12-07,26,2014/2015,217,Barcelona,214,Espanyol,5,1,14,218,Ignacio Iglesias,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266320.json
266406,2014-08-31,26,2014/2015,222,Villarreal,217,Barcelona,0,1,2,407,Carlos Velasco Carballo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266406.json
266420,2013-09-28,25,2013/2014,403,Almería,217,Barcelona,0,2,7,1009,Miguel Ayza,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266420.json
266424,2015-11-21,27,2015/2016,220,Real Madrid,217,Barcelona,0,4,12,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266424.json
266433,2013-01-06,24,2012/2013,217,Barcelona,214,Espanyol,4,0,18,183,Jesús Gil,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266433.json
266462,2013-10-19,25,2013/2014,422,Osasuna,217,Barcelona,0,0,9,1015,Pedro Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266462.json
266467,2015-09-23,27,2015/2016,209,Celta Vigo,217,Barcelona,4,1,5,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266467.json
266490,2015-09-20,27,2015/2016,217,Barcelona,221,Levante,4,1,4,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266490.json
266491,2014-05-03,25,2013/2014,217,Barcelona,216,Getafe,2,2,36,1016,José Teixeira,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266491.json
266498,2016-03-12,27,2015/2016,217,Barcelona,216,Getafe,6,0,29,1015,Pedro Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266498.json
266525,2015-04-18,26,2014/2015,217,Barcelona,207,Valencia,2,0,32,211,José González,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266525.json
266531,2015-04-25,26,2014/2015,214,Espanyol,217,Barcelona,0,2,33,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266531.json
266557,2016-04-17,27,2015/2016,217,Barcelona,207,Valencia,1,2,33,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266557.json
266560,2014-11-30,26,2014/2015,207,Valencia,217,Barcelona,0,1,13,222,David Fernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266560.json
266603,2014-03-08,25,2013/2014,901,Real Valladolid,217,Barcelona,1,0,27,208,Alejandro Hernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266603.json
266613,2014-02-01,25,2013/2014,217,Barcelona,207,Valencia,2,3,22,1015,Pedro Pérez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266613.json
266620,2016-01-09,27,2015/2016,217,Barcelona,1049,Granada,4,0,19,407,Carlos Velasco Carballo,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266620.json
266631,2015-05-17,26,2014/2015,212,Atlético Madrid,217,Barcelona,0,1,37,221,Alberto Undiano,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266631.json
266653,2016-03-03,27,2015/2016,360,Rayo Vallecano,217,Barcelona,1,5,27,882,Iñaki Bikandi,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266653.json
266664,2016-04-09,27,2015/2016,210,Real Sociedad,217,Barcelona,1,0,32,218,Ignacio Iglesias,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266664.json
266670,2016-01-02,27,2015/2016,214,Espanyol,217,Barcelona,0,0,18,211,José González,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266670.json
266724,2012-11-11,24,2012/2013,1043,Mallorca,217,Barcelona,2,4,11,218,Ignacio Iglesias,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266724.json
266741,2015-02-15,26,2014/2015,217,Barcelona,221,Levante,5,0,23,209,Mario Melero,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266741.json
266770,2014-09-21,26,2014/2015,221,Levante,217,Barcelona,0,5,4,211,José González,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266770.json
266794,2015-01-24,26,2014/2015,1042,Elche,217,Barcelona,0,6,20,1008,Clos Gómez,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266794.json
266815,2016-02-17,27,2015/2016,1041,Sporting Gijón,217,Barcelona,1,3,16,215,Ricardo De Burgos,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266815.json
266827,2013-01-13,24,2012/2013,223,Málaga,217,Barcelona,1,3,19,1012,Carlos Delgado,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266827.json
266838,2014-09-24,26,2014/2015,223,Málaga,217,Barcelona,0,0,5,208,Alejandro Hernández,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266838.json
266846,2014-12-20,26,2014/2015,217,Barcelona,373,Córdoba,5,0,16,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266846.json
266871,2015-02-08,26,2014/2015,215,Athletic Bilbao,217,Barcelona,2,5,22,180,Antonio Mateu,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266871.json
266883,2013-11-10,25,2013/2014,218,Real Betis,217,Barcelona,1,4,13,211,José González,https://raw.githubusercontent.com/statsbomb/open-data/master/data/events/266883.json
